-2.965265063165883896e-02 3.264492261045648380e-02 3.006926986400339924e-02 -1.772582232434530627e-02 2.454815424034917370e-02 -3.063509695736562830e-03 5.107671862019020487e-02 -3.642033808289121821e-02 -9.674487417129949349e-03 -6.871925556338987114e-03 3.402204894582554207e-02 -1.994557875175536135e-02 -1.274963200572010874e-02 -2.183528221066219268e-03 -4.960121723072146924e-03 -2.265340566249965382e-02 -2.651516900882517833e-02 -3.349989304604623214e-02 -3.195688996805082921e-02 1.733206978331908871e-02 2.080876382197963115e-02 -2.701723463853926074e-02 -4.021629167548582302e-03 -4.686102056571871816e-02 -3.568718389278659198e-02 2.094461215205498800e-02 -1.268556400386698473e-02 -1.278551163479733910e-02 1.069505472345187594e-03 3.871090009144206433e-03 4.363319173937348083e-02 5.616203412972649300e-03 -7.045540429595539833e-02
2.679430721114077138e-02 5.694872189661125128e-02 6.591775319403901136e-03 -6.473463200650006466e-02 -3.228203470732428533e-03 2.436498036275431406e-02 1.742685158954436139e-02 -7.804135752257130958e-03 -9.926953152339891215e-03 2.285891864636390575e-02 5.023454422436740216e-03 -1.419167199075607386e-02 -1.824131805249020605e-02 -5.951552271682819181e-03 -5.576659451078232882e-02 2.039892294605895329e-02 2.767932871739826189e-02 7.499139386104067273e-03 2.533306258246755937e-03 -3.178772030253423225e-02 6.691492536599626985e-03 9.900043301312005592e-03 -5.700601931028112697e-03 -3.494673084631999549e-02 1.508525117645076984e-02 2.923097722621910075e-02 -2.713931510628679253e-02 -5.838098591718950126e-02 -1.204745551985343666e-02 3.743916257644284290e-03 2.131229579288886761e-02 -2.892323146459200439e-02 -5.625131773276157744e-03
-2.854176521214684889e-02 3.143305494437859809e-02 1.805441212628187964e-02 -5.568555754576228096e-03 3.371978419566693669e-02 -3.479115652599264197e-02 2.935986644979453677e-02 1.860012547853597681e-02 -1.059498301195680933e-02 -2.867180136862857928e-02 -6.554292467905085962e-03 1.150133782461743547e-02 -4.182987781842434534e-03 3.702829969406715160e-02 -1.072785965596329341e-02 -1.246493822140742370e-02 -6.384818617773393989e-02 -4.063646501181465004e-02 -1.274310396444293739e-02 -1.414571930782986507e-02 5.851046207700434480e-03 8.614277263055232156e-03 1.382114166589543287e-02 1.439735149917346912e-02 -4.093396943351700068e-02 -4.724517232311581383e-02 -3.116433588955723824e-02 -2.511516724182182372e-02 3.103569544248015177e-02 -1.145889177135983074e-02 1.284579407403233821e-02 -1.030246434392196805e-02 -1.054080180836794965e-02
-1.699486748965437985e-02 1.064728417205033917e-02 7.938809556592547889e-03 3.033920674115077841e-03 2.378243411072707147e-02 -2.063750809299048569e-02 3.171279443411089555e-02 -3.419903719800888170e-02 -5.330315015227313907e-02 -3.019011550972862043e-02 2.502357881351398305e-02 -1.953532385486286826e-02 -5.204591058310541023e-03 2.657169015247391047e-02 -5.944816657934771237e-03 -1.931078962133679633e-02 1.289183023577124580e-03 -1.436163311097671778e-02 -3.674934933251686187e-02 -2.656863465010928654e-02 4.858288165280080090e-02 4.916996787666137042e-03 2.816021267295673244e-02 2.120832852024156709e-02 -8.598037546783541402e-03 3.825981022671049499e-03 -2.925766674776495227e-02 -2.812210334679160484e-02 2.852781173534729708e-02 -3.520157869763748670e-02 6.191690726431997582e-03 4.566513307572708097e-03 -1.421934296273656521e-02
-3.139634550179175310e-02 8.048885511414720015e-03 3.439616101760602056e-03 -5.133092067680863901e-02 2.274151660044701050e-03 -3.381518803929327993e-02 4.752551111223386054e-02 6.424526506628829015e-03 -4.302163041321111631e-02 -9.311514456964426270e-03 4.073760525193070858e-02 -2.302147994783718121e-03 -1.805989722489543745e-02 1.486485540116652855e-02 5.870292743809726529e-03 3.033432984718339174e-04 -1.413242331652953508e-02 -2.099077882000926695e-02 -2.220549272031199783e-02 -5.814740210596801816e-03 3.466583252621815298e-02 1.254616934994247715e-02 2.276537003315250857e-02 -1.204403305418638888e-02 2.807124972723116021e-02 1.613737229787677932e-02 -3.862423880180018004e-02 -1.205756360393276001e-02 -1.266231394077541039e-02 -2.459023123876508468e-02 -4.584881854913894737e-03 2.174197089816954503e-02 -3.656295717994906269e-02
1.143357194790342764e-02 4.824767807577386679e-03 1.759993156150271854e-02 1.638968214743830032e-02 -2.026190699724021022e-02 3.337256190622050339e-02 2.268971870012809894e-02 3.864145497885188713e-02 3.264910244328470684e-02 7.514105860877145701e-03 -3.572155315579278456e-02 1.305995588092044232e-02 1.235872651964756846e-02 2.591857002287604496e-03 -4.772121093183224333e-02 -5.212259954163370179e-03 -5.209169014728035237e-03 -1.669120066167643218e-02 2.042599118541920875e-02 1.049486671016978262e-02 -2.903451494793960180e-03 1.262234464916382227e-02 4.141002149215809724e-02 -7.825441415919761126e-03 -1.032094722340371057e-01 -1.495012915832747216e-02 1.567145929748033377e-03 -3.694501939017370146e-03 1.927762795500851875e-02 1.384615645704314821e-02 3.730192714056398962e-02 1.608006464381434714e-02 -8.052639639506111585e-03
-6.622641436996474888e-03 1.068238696289125142e-02 1.608255725351901561e-02 1.183743311671907154e-02 2.333667083431468364e-02 -4.887732814985577823e-02 2.285471223299848434e-02 3.093951721872592597e-02 -1.119994363308317135e-02 -5.791125772589675313e-02 2.450023971223970476e-02 2.415267757906044283e-02 -4.483210189441174526e-02 9.369784171847996695e-03 3.697239212121344876e-02 1.999009811920147983e-02 -2.903161380300858796e-02 -5.427121334547692529e-03 -6.220137413943394034e-03 -1.408060275982430005e-02 -1.214756707625072769e-02 -3.881295181428227360e-03 -9.832159172453154225e-03 -1.431964451585800331e-02 1.454650683215989206e-02 -4.905128958626906073e-03 -2.002242570309738928e-02 -1.970672151105408443e-02 4.064623250776257940e-02 -7.547058903964487531e-02 1.944828215028997003e-03 2.567164675872306637e-02 1.338420581879641363e-03
-1.457455757379535512e-02 7.730668636728131593e-03 2.478832876956666917e-02 -2.010650031094607729e-02 1.042775261696530717e-02 -4.216447510955523975e-02 3.081741976240380890e-02 1.506014506369037637e-02 -5.114022713284639698e-02 -2.202847010663008115e-02 4.759564456804060012e-02 -1.170479892578697549e-02 -1.397640431622653411e-02 1.702968219142032835e-02 2.507669431292847140e-02 -4.567606921433889355e-03 -1.835227734324932497e-02 -2.061654027568540076e-02 -2.825104388351404663e-02 -4.392839963714013918e-02 3.342937008215367961e-02 2.182356428029661941e-03 -6.596493915956018646e-03 -1.098173346713172613e-02 1.650980230432665466e-02 1.490716893609908729e-03 -2.685065161901674380e-02 -2.369167453274718255e-02 5.550256376163316581e-03 -9.942734780383787052e-03 -3.183461580723230544e-02 2.781825054907852493e-02 -1.450216378990072316e-02
-2.237947999622557846e-02 2.102628221157743990e-02 1.473431634091349092e-02 -2.917631555070501238e-03 3.229618226526127789e-02 -1.455296868112122355e-03 4.075668390299767851e-02 3.142322542618914989e-03 -1.811304700309894142e-02 1.929625664486770212e-03 1.925256163920273378e-02 -4.273364505445832046e-02 1.433920914712288365e-02 1.577770058975825479e-02 -8.835393727764895636e-03 -1.784621568257575841e-02 -1.874122135311828002e-02 -3.448259533603916654e-02 -3.457472987149096122e-02 -1.343430593860330154e-02 7.237404947085400442e-02 -6.916805518004251301e-03 4.158618608151188473e-02 -1.468108778197716076e-02 -5.069074063011947545e-02 -6.994868946489260454e-04 -1.822778006687865437e-02 -1.901009524145351459e-02 -2.228123860696182637e-02 -8.060661108533151431e-03 3.054544838120951816e-02 -1.053845809431442661e-02 -1.340448506563420884e-02
-5.189653704903597967e-03 3.963120037150298126e-03 6.511400723687531429e-03 6.587546228210549096e-03 2.077336625797570127e-02 3.073659524412017743e-02 -2.248748994411607378e-03 -7.029943227686800966e-02 -5.538157332796250776e-03 -1.102358449933191209e-02 4.937555678995199197e-03 -2.269951638522630169e-02 -3.878748492680703097e-02 3.671136980285850948e-02 4.696104376655042129e-02 -3.344212482868358371e-02 -6.305156019524170603e-03 1.892016215526248074e-02 7.225390092128324872e-03 -3.229293924894206802e-02 -1.270981072865703422e-02 3.244975522795298661e-02 -1.528866641481028098e-02 3.293299365233817028e-02 8.409035690558303716e-03 -1.284275516319507288e-02 -1.048014204404640153e-02 -1.405463144531674848e-02 5.408913008810749962e-02 -7.553580671287561665e-02 -2.408587334201086824e-02 2.977475759245400751e-03 1.471767475501049340e-02
